ori9,class,evidence,source
WACBP2200,national_hq,U S CUSTOMS SERVICE OFF; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WADI00100,installation,MOUNT RAINIER NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00200,installation,OLYMPIC NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00300,installation,NORTH CASCADES NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00400,installation,COULEE DAM RA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00500,installation,FORT VANCOUVER NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00600,installation,SAN JUAN ISLAND NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00700,installation,WHITMAN MISSION NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00800,installation,NISQUALLY TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI00900,installation,SUQUAMISH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI01000,installation,MUCKLESHOOT TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI01100,installation,SKOKOMISH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI01200,installation,SHOALWATER BAY TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI01300,installation,STILLAGUAMISH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI01400,installation,NOOKSACK TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05100,installation,SPOKANE AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05400,installation,QUINAULT INDIAN NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05500,installation,SQUAXIN ISLAND TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05600,installation,MAKAH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05700,installation,COLVILLE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05800,installation,YAKAMA NATION; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI05900,installation,LUMMI TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06100,installation,KALISPEL TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06200,installation,PUYALLUP TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06300,installation,SAUK SUIATTLE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06400,installation,SWINOMISH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06500,installation,UPPER SKAGIT TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06600,installation,PORT GAMBLE S KLALLAM TB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06700,installation,CHEHALIS TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI06800,installation,TULALIP TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI07000,installation,LA PUSH TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI08200,installation,JAMESTOWN S KLALLAM TRBL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI08300,installation,SNOQUALMIE TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADI08600,installation,LOWER ELWHA KLALLAM TRIB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WADOA0500,installation,U S FOREST SERVICE VAN; regional federal-land enforcement has a mappable land footprint,agency_master.parquet; agency_year_observations.parquet
WAFBISE00,national_hq,FBI SEATTLE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WAINS0100,national_hq,US BORDER PATROL BLAINE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WIATF0200,national_hq,BUREAU OF ATF MILWAUKEE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WIATF0400,national_hq,BUREAU OF ATF MADISON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WIDI00100,installation,APOSTLE ISLANDS NL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI00200,installation,SAINT CROIX NSR; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI00300,installation,LAC DU FLAMBEAU TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI01000,installation,STOCKBRIDGE MUNSEE TRIBL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI01100,installation,LAC COURTE OREILLES TRIB; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI01200,installation,ST CROIX TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI01500,installation,RED CLIFF TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIDI01600,installation,BAD RIVER TRIBAL; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WIFBIMW00,national_hq,FBI MILWAUKEE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WVATF0200,national_hq,BUREAU OF ATF CHARLESTON; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WVATF0600,national_hq,BUREAU OF ATF CLARKSBURG; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WVATF1000,national_hq,BUREAU OF ATF MARTINSBUR; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WVDI00100,installation,HARPERS FERRY NHP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WVUSM0600,national_hq,U S MARSHALS SERVICE C; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WYATF0200,national_hq,BUREAU OF ATF CHEYENNE; investigative departmental or field-office caseload has no fixed policing footprint,agency_master.parquet; agency_year_observations.parquet
WYDI00100,installation,GRAND TETON NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WYDI00200,installation,YELLOWSTONE NP; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WYDI00300,installation,DEVILS TOWER NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WYDI00400,installation,FORT LARAMIE NHS; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WYDI00500,installation,FOSSIL BUTTE NM; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WYDI00600,installation,BIGHORN CANYON NRA; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
WYDI05000,installation,WIND RIVER AGENCY; DOI/BIA ORI class identifies a park reservation or tribal footprint,agency_master.parquet; agency_year_observations.parquet
