state_fips,county_fips,agency_or_structure_name,issue_type,service_structure_summary,implication_for_pipeline,source_links,note_status
17,,Cahokia village,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#17:municipal:place:1710370,pending
28,,Greenville city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#28:municipal:place:2829180,pending
17,,Maywood village,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#17:municipal:place:1747774,pending
06,,San Carlos city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#06:municipal:place:0665070,pending
36,,Lockport city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#36:municipal:place:3643082,pending
12,,Zephyrhills city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#12:municipal:place:1279225,pending
06,,Arvin city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#06:municipal:place:0602924,pending
28,,Pearl city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#28:municipal:place:2855760,pending
13,,Tifton city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#13:municipal:place:1376476,pending
13,,Lovejoy city,municipal_target_review,2024 municipal estimate is fully or heavily fill-backed and flagged for review in the high_impact_full_fill_place lane; verify whether the jurisdiction target and service structure are correct.,"Confirm whether this jurisdiction should remain a standard municipal target, receive a documented service-structure override, or stay estimator-backed with explicit acceptance.",state/review/municipal_target_review_queue.csv#13:municipal:place:1347616,pending
