case_id,state,oris,provenance_kind,verdict,downstream_action,believable_months,arm,confidence,mass_hint,replicate_conflict,needs_review,detail,cleanup_pass,cleanup_reason,original_class,residue_pass,merged_from,final_pass,final_reason
r-PA0561700-indian-lake,PA,PA0561700,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (2023 carries the identical artefact — CIUS 0/12mo on 0 filed months). Believable measured months in 2024 = 0 (the agency submitted nothing). FILL BASIS: own filed exposure and the peer band converge here, which makes this the best-determined fill in the batch — 14 filed months across 2018-2022 (1/11/0/0/2) carrying 2 Part-I offences (2022: 1 larceny + 1 motor vehicle theft) => ~0.14 per filed month ~= 1.7/yr; peer band (0-1,000] at 503.4/100k x 389 => ~2.0/yr. Fill ~= 2 Part-I/yr, larceny/MVT. DO NOT anchor on 2020, 2021 or 2023 (zero filed months). Note that 2019's 11-filed-month zero is fully consistent with a ~2/yr level (expected ~1.8 offences over 11 months), so it is neither evidence of a suppressed count nor evidence of an exact zero. Footprint exclusive w=1 to cousub 4211136888, no competing ORI, so no double count. Practical panel effect: 0 -> ~2.",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0561700-indian-lake;c-PA0561700-indian-lake,retained_pre_final,
r-PA0561800-rockwood,PA,PA0561800,residue_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"Set 2024 MISSING and fillable; drop the CIUS 0 (2023 is the same artefact — CIUS 0/12mo on 0 filed months). Believable measured months in 2024 = 0 (the agency submitted nothing). FILL BASIS: 2018-2019 are the last years with substantial filed exposure — 15 filed months (5 + 10) carrying zero Part-I offences at pop ~825 — so the agency's own record supports a very low fill of ~0-1/yr, with a 95% upper bound near 2.4/yr from 15 zero-months. The peer band (0-1,000] at 503.4/100k x 822 => ~4.1/yr is an upper bound only. Recommend filling at the low end (~1/yr, larceny) at the lowest confidence tier. DO NOT anchor on 2020-2023 (zero filed months in all four years) and do not treat the CIUS 2023 zero as a data point, since it is the same publication default now under review. Footprint exclusive w=1 to cousub 4211165736, no competing ORI, so no double count. Practical panel effect is small (0 -> ~1).",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0561800-rockwood;c-PA0561800-rockwood,retained_pre_final,
r-PA0562600-summit-township,PA,PA0562600,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Strip the 2024 CIUS row's months_reported=12 / tier-high / weight-1.0 standing; the 2024 agency-year goes MISSING and fillable (it currently publishes as observed 0x7). Fill from own history only, anchored on the two years that have real filed exposure: 2019 (SRS 12 filed months, total 0 -- the single demonstrably full-coverage year in the window) and 2022 (SRS 3 filed months, total 2, annualizing to 8). Those bracket 0-8; the defensible point estimate is low single digits (~2-4, the 2019 full-coverage zero blended with the 2022 annualized partial). Do NOT anchor on 2020, 2021 or 2023 -- 0 filed months in every lane, non-reports, and using them is exactly the own-history-laundering error. Do NOT use the peer floor (702.6/100k x 2,088 = 14.7), which is ~4x anything this agency has ever measured with real exposure. Fill-step caveat to check first: a PA township of 2,088 with an intermittent part-time PD (SRS filed months 1/12/0/0/3/0/0) is commonly PSP-covered between local filings, so if PA State Police counts for cousub 4211175232 already sit in the statewide overlap layer, filling this ORI double-counts and it should be superseded for the uncovered months instead. Systematic impli",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0562600-summit-township;c-PA0562600-summit-township,retained_pre_final,
r-PA0591700-osceola-township,PA,PA0591700,residue_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"Strip the 2024 CIUS 12mo/tier-high/weight-1.0 standing; 2024 goes MISSING and fillable. Own-history fill is NOT available under the 'real report within 2 years' rule -- the last year with any filed exposure is 2019 (SRS 9 filed months, total 2), five years back, and 2020-2023 are 0 filed months in every lane. Fill therefore from the peer floor damped to population: 503.4/100k x 575 = ~3 Part-I offences. That is corroborated rather than merely assumed: the agency's own best-exposure year annualizes to 2.67 (2 offences on 9 filed months), so the peer route and the own-history route converge at ~3 and the fill is defensible either way. Caveat to resolve before the fill lands: four consecutive years with no filed month in any lane (2020-2023) on a 575-person footprint is the signature of a lapsed or part-time township PD under PA State Police coverage; if PSP counts for cousub 4211757224 are already carried in the statewide overlap layer, this ORI should be superseded rather than filled.",,disposition_conflict_FLAG/REJECT,published_zero+token_reporter,residue_ruling,b2-PA0591700-osceola-township;c-PA0591700-osceola-township,retained_pre_final,
x-AL0060300-clio,AL,AL0060300,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-AL0420400-hillsboro,AL,AL0420400,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-AL0480300-thomaston,AL,AL0480300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry 0 as observed for 2024; no fill, no uplift. Flag for the record: two consecutive all-stream zero years (2023 NIB 0 on 10 months, 2024 NIB 0 on 12 months) for an agency whose entire 2018-2024 history totals 9 offences - if a third zero year lands in 2025 the run should be re-opened as a stopped record on the same basis I used for Ruma and McCurtain. Footprint unchanged: place 0175936 ""Thomaston town"", w=1 exclusive.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-GA0190300-leary,GA,GA0190300,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-GA0810400-bartow,GA,GA0810400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,"Deciding fact: at population 177, the agency accumulated four consecutive 12-month NIBRS zero submissions through 2024, making a zero an absolutely reachable outcome. Carry 2024 as observed zero.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-GA0810500-stapleton,GA,GA0810500,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IA0540100-sigourney,IA,IA0540100,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IA0820500-blue-grass,IA,IA0820500,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IA0820800-princeton,IA,IA0820800,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IL0140600-albers,IL,IL0140600,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,"Deciding fact: a positive full-year filing in 2021 demonstrates reporting capacity, followed by three all-stream zero years at population 1,111. Carry 2024 as missing and fillable, subject to checking county coverage before filling.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IL0562500-bull-valley,IL,IL0562500,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,"Deciding fact: the ORI has never produced a positive count and now carries repeated full-year zeros at population 1,111. Carry 2024 as missing and fillable after reconciling McHenry County coverage of the village footprint.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IL0601000-livingston,IL,IL0601000,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,medium,0.0,0,1,"Deciding fact: 2024 is the ORI's first and only substantive panel appearance, consisting solely of a 12-month all-zero NIBRS feed. Obtain the Illinois UCR monthly zero-report records or village/Madison County incident-and-coverage records to determine whether the feed was substantive or an onboarding shell.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
x-IL0610900-patoka,IL,IL0610900,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,"Deciding fact: the 2023 NIBRS coverage of nine months exactly matches the April onboarding date, validating the measured month-count sequence that continues with 12 months in 2024. Carry 2024 as observed zero.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-IL0792100-ellis-grove,IL,IL0792100,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,"Deciding fact: three consecutive 12-month NIBRS zero submissions occurred for a population of only 325, where a zero remains an absolutely reachable agency outcome. Carry 2024 as observed zero, while separately reviewing the exclusive village footprint.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KS0290200-bucklin,KS,KS0290200,cleanup_merged_packet,misread_missing,treat_missing_repair,46,sol,medium,0.0,0,0,Deciding fact: every submission across seven years is zero despite multiple full-year NIBRS periods separated by partial reporting and two complete gaps. Carry 2024 as missing and fillable after checking Ford County coverage.,cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KS0350300-montezuma,KS,KS0350300,cleanup_merged_packet,misread_missing,treat_missing_repair,6,opus,medium,0.0,0,0,"2024 should go MISSING and be filled. Do NOT fill from own history: hist_median is 0 across 2018-2023 and every one of those years is a zero of the same character, so an own-history fill would relaunder the non-report as a measured zero. Fill from the peer rate for local_police in the (0,1000] band (503.4/100k on FBIpop 977, i.e. roughly 5 Part-I offences, property-dominated). No month count is defensible as a partial-year repair: the NIBRS batch header says 12 months, so there is no basis to name 3 or 6 believable months — the defect is that twelve filed months carry no records, not that fewer months were filed. The 2018/2019/2020 CIUS-and-NIB zero years are suspect on identical grounds and must not be used as a baseline for this ORI.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0110300-perryville,KY,KY0110300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024; no repair, no uplift, no fill. The SRS 1-month row is not a coverage claim about the year — for a NIBRS reporter the SRS lane is a back-conversion rendering, and the NIBRS batch header (12 months) is the submission record. Recommend one panel annotation rather than a value change: this ORI records ~0.2 Part-I/yr against a peer expectation of ~4/yr, so the place-level exposure it produces is chronically thin. That is a coverage-quality fact about Perryville PD across the whole window, not a 2024-specific artefact, and it should be handled by a coverage flag on the footprint (place 2160258), not by rejecting one year.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0360200-wheelwright,KY,KY0360200,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"2024 should go MISSING and be filled. Own-history fill is unusable — every year 2018-2023 is a zero of the same character, so hist_median 0 would reproduce the non-report; fill from the (0,1000] band peer rate (503.4/100k on FBIpop 464, i.e. roughly 2 Part-I offences, property-dominated). No partial-month repair is defensible: the 2024 NIBRS header is 12 months, so the defect is twelve filed months carrying no records, not short coverage. The 2019-2023 zero years fail on the same grounds and should not serve as a baseline for this ORI or as a neighbour reference for the adjacent Floyd County micro-ORIs.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0360400-wayland,KY,KY0360400,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024; no repair, no uplift, no fill. The SRS 0-month row is a back-conversion rendering artefact for a NIBRS reporter, not a coverage claim — the 12-month NIBRS batch header is the submission record. As with the rest of the Floyd County micro-cluster, the honest downstream treatment is a thin-exposure coverage note on the footprint (place 2181012), not rejection of a single year.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0360500-allen,KY,KY0360500,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024; no repair and no fill. Flag one provenance caveat for the record rather than changing the value: 2024 is the first year this ORI carries a row in any real lane (roster nibrs_start 2015-05-01 but no NIBRS panel row before 2024, and SRS 0-month placeholders 2018-2023), so the year has no own-history corroboration of any kind and the footprint (place 2100946, 175 persons) carries negligible mass either way. If the supervisor pass later establishes that Allen PD is non-operational and Floyd County/KSP polices the city, this becomes misread_missing; the resolving record is the ORI's total NIBRS incident volume including Part-II offences for 2024.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0430300-clarkson,KY,KY0430300,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry the published 0 as observed for 2024; no repair, no uplift, no fill. Two provenance notes for the record, neither of which changes the 2024 value: (1) the 2022 agency-year is separately defective in the other direction — CIUS printed 0 while the NIBRS submission for the same year carried 1 at 12 months, so 2022 is a CIUS-vintage understatement and should be read off the submission lane (1), not the publication lane (0); (2) the SRS lane for this ORI is erratic across the window (12mo, 12mo, 1mo, 3mo, 3mo, 0mo, 0mo) and should not be used as a coverage measure for a NIBRS reporter.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0480400-lynch,KY,KY0480400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,"Deciding fact: the agency submitted three consecutive 12-month NIBRS zero years at population 596, a level at which a zero remains reachable. Carry 2024 as observed zero.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0520400-campbellsburg,KY,KY0520400,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,sol,medium,0.0,0,1,Deciding fact: the 2024 all-zero feed is the first full-year submission after only one reported month in 2018 and five years with no submitted months. Obtain Kentucky UCR monthly submission detail or local/Henry County operational and incident records.,cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
x-KY0690300-crab-orchard,KY,KY0690300,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,Deciding fact: the ORI remained all-zero through approximately 83 submitted NIBRS months while serving about 761-831 residents. Carry 2024 as missing and fillable after reconciling Lincoln County coverage.,cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-KY0960200-butler,KY,KY0960200,cleanup_merged_packet,unclear_escalate,retain_current_flag_review,,opus,high,0.0,0,1,"Hold 2024 unresolved: do not carry 0 at tier-high/weight-1.0 and do not peer-fill (~3.2 at pop 640). Two repo-internal checks settle it: (1) does the panel carry ANY 2018-2023 NIBRS rows for other small KY local_police ORIs? If yes, Butler's nine-year NIBRS silence under a 2015-05-01 enrollment is agency-side and the 2024 header is a fresh feed of unproven content (then misread_missing); if no, the absence is KY panel coverage and the zero is a long-quiet record becoming visible (then genuine_zero_year). (2) KSP / Kentucky UCR published 2024 figure for Butler PD. Failing both, a second all-zero 12-month year in 2025 makes it structural.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,supervisor_wholesale_ruling,"supervisor wholesale ruling (docs/STATE.md, Stage 1 adjudication CLOSED): explicit escalation at mass <= 1.0 -> retain the current published value and carry flag_review; the state-UCR / Clery lookup that would settle it is not worth blocking the release at this mass. The reviewer's unclear_escalate verdict stands; only the disposition is supervised."
x-MA0022500-savoy,MA,MA0022500,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,"Carry 0 as observed, but strip the assumed CIUS standing: the tier-high/weight-1.0/12-month label is an ingestion assumption, and the only real corroboration is the NIBRS header. Flag the agency-year low-weight and re-test on 2025 -- a second consecutive all-zero 12-month year would flip this to structural non-reporting.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MA0071400-montgomery,MA,MA0071400,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,"Carry 0 as observed at reduced weight (the 12-month/high/1.0 CIUS standing is assumed, not observed). Re-test on 2025; a second all-zero year makes it structural non-reporting rather than a quiet year.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MI3266600-pigeon,MI,MI3266600,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"2024 should go MISSING and be filled. Own-history fill is unusable — 2019-2023 are zeros of the same character, so hist_median 0 would relaunder the non-report; fill from the (1000,2500] band peer rate (702.6/100k on FBIpop 1,192, i.e. roughly 8 Part-I offences, property-dominated). No partial-month repair is defensible even though SRS reads 4 months: uplift cannot rescue a zero (0 x 12/4 = 0), so a token/partial ruling would leave the same false zero in the panel. The 2019-2023 zero years fail on identical grounds and must not serve as a fill baseline for this ORI.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MN0230500-rushford,MN,MN0230500,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"2024 should go MISSING and be filled. Own-history fill is unusable — every year 2018-2023 is a zero of the same character, so hist_median 0 would reproduce the non-report; fill from the (1000,2500] band peer rate (702.6/100k on FBIpop 1,861, i.e. roughly 13 Part-I offences, property-dominated). No partial-month repair is defensible: the 2024 NIBRS header is 12 months, so the defect is twelve filed months carrying no records. The 2019 (SRS 12mo) and 2021-2023 (NIB 12mo) zero years fail on the same grounds; 2018 is separately defective as a textbook blank-as-zero (a 12-month CIUS publication label sitting on a 1-month SRS submission) and should also be treated as missing rather than as a measured zero.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-MN0250400-kenyon,MN,MN0250400,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,high,0.0,0,0,"2024 should go MISSING and be filled. Own-history fill is NOT permitted and would in any case be wrong here: hist_median across 2018-2023 is contaminated by the same zero-report years, and the last real report (2021) is three years stale, which the landed rule (own-history fills require a real report within 2 years) already excludes. Fill from the (1000,2500] band peer rate (702.6/100k on FBIpop 1,874, i.e. roughly 13 Part-I offences); the agency's own 2020-2021 level (4-5/yr, composition 1.5 burglary + 2 larceny + 1 MVT) is a defensible lower bound if a same-agency anchor is preferred. 2022 and 2023 fail on identical grounds and should also be treated as missing rather than as measured zeros — the whole three-year run is one defect, not three. No partial-month repair is defensible: the NIBRS header is 12 months.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-NH0057400-warren,NH,NH0057400,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"2024 should go MISSING and be filled. Own-history fill is unusable — 2021-2023 are zeros of the same character and 2018-2020 are empty (SRS 0-month placeholders only), so hist_median 0 would relaunder the non-report; fill from the (0,1000] band peer rate (503.4/100k on FBIpop 835, i.e. roughly 4 Part-I offences, property-dominated). If the supervisor prefers a regional anchor over the national band, a rural New Hampshire property-crime rate would be the defensible substitute; what is not defensible is carrying 0 as measured. No partial-month repair: the 2024 NIBRS header is 12 months. The 2021-2023 zero years fail on the same grounds and should not be used as a baseline for this ORI.",cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-SC0130400-mcbee,SC,SC0130400,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,carry 0 as observed,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX0730300-rosebud,TX,TX0730300,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,medium,0.0,0,0,"The 2024 agency-year should go MISSING and fillable -- do not carry 0 as an observed complete year on place 4863188. No own-history anchor exists (no positive count in any lane 2018-2023), so any fill is necessarily a peer estimate: carry it at reduced weight and flag it, and do not treat the band median (702.6/100k, ~9.5 offences) as a point estimate, since the band median is set by agencies that actually report. I will not name a repair value the packet cannot defend.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX0891000-smiley,TX,TX0891000,cleanup_merged_packet,genuine_zero_year,retain_zero,,opus,medium,0.0,0,0,Carry 0 as observed at reduced weight; the CIUS 12-month/high/1.0 standing is assumed and only the NIBRS header is real corroboration. Re-test on 2025: a third consecutive all-zero year across 29 filed months would move this to structural non-reporting.,cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX0912200-southmayd,TX,TX0912200,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,low,0.0,0,0,"The 2024 agency-year should go MISSING rather than stand as an observed complete zero on place 4869104. There is no own-history anchor, so the fill is a peer estimate and must be carried at reduced weight and flagged; a blind band-median fill (702.6/100k, ~7.8 offences) is the specific danger and should be capped, not applied at face value. Ruled at low confidence: this population sits only ~11% above the line that decided it.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX0990100-chillicothe,TX,TX0990100,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,carry 0 as observed,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX1100500-anton,TX,TX1100500,cleanup_merged_packet,misread_missing,treat_missing_repair,,opus,low,0.0,0,0,"The 2024 agency-year should go MISSING, not carried as an observed complete zero on place 4803540. No own-history anchor exists, so any fill is a peer estimate at reduced weight and flagged. Note a packet defect: the peer arm scored Anton against the (1000, 2500] band median of 702.6 using a 1,097 population that is the window maximum, when the 2024 population of 912 belongs in (0, 1000] at 503.4 -- so the correct band expectation is 4.6, not 6.4, and the peer arm is weaker than the packet states.",cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX1410600-lometa,TX,TX1410600,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,carry 0 as observed,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX1521100-ransom-canyon,TX,TX1521100,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,year goes missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX1701800-woodbranch,TX,TX1701800,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,year goes missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX1750700-blooming-grove,TX,TX1750700,cleanup_merged_packet,genuine_zero_year,retain_zero,,sol,medium,0.0,0,0,carry 0 as observed,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-TX2101600-tenaha,TX,TX2101600,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,year goes missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-WA0380900-palouse,WA,WA0380900,cleanup_merged_packet,misread_missing,treat_missing_repair,,sol,high,0.0,0,0,year goes missing and fillable,cleanup_ruling,merged_contradiction,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
x-WY0070400-shoshoni,WY,WY0070400,cleanup_merged_packet,genuine_zero_year,retain_zero,12,opus,medium,0.0,0,0,Carry 0 as observed at reduced weight on place 5670570; the CIUS 12-month/high/1.0 standing is an ingestion assumption and only the NIBRS header corroborates completeness. Re-test on 2025 -- a second all-zero 12-month year makes it structural non-reporting.,cleanup_ruling,merged_same_ori_pair,published_zero+token_reporter,retained_pre_residue,,retained_pre_final,
g-FL0280000-highlands-sheriff,FL,FL0280000,gate_iteration_county_plausibility,misread_missing,treat_missing_repair,,codex,high,0.0,0,0,"Set the 2024 agency-year to missing and fillable. The NIBRS batch header claims only 2 months but the Part-I rollup contains no incident row in any of the seven streams; observation completion turns that total absence into seven zeros and true-partial semantics then republishes zero for the year. That is not plausible coverage for a sheriff serving 97,382 people: the last usable positive reports are 996 Part-I incidents over 6 reported months in 2018, 1,964 over 12 months in 2019, and 1,639 over 12 months in 2020; 2021-2022 have no positive observation and the 2023 NIBRS header is another all-zero fragment. The v21 surface consequently collapsed all 109,892 Highlands County residents to 38.423 expected incidents (34.96 per 100k, 2.86% of the Florida large-county median). Treat the 2024 header-only zero as an unmeasured fragment. The existing three-year recency bound correctly bars an own-history fill from 2020, leaving the existing benchmark-imputation lane to size the now-silent county-remainder territory; use no hard-coded repair value.",gate_iteration_ruling,county_level_plausibility_tripwire,published_zero,gate_iteration,,,gate_iteration,validator_mechanism_triage
