# stage1_adjudications registry: token_reporters_adjudicated.csv
# source_registry: state/qa/stage1_adhoc_review/token_reporters_adjudicated.csv
# source_pass: pass 4 (apply_stage1_final_rulings.py) landing on passes 1-3
# rows: live rulings only (the per-class registries hold no superseded rows); the full
#   audit ledger with every superseded instance is state/qa/stage1_adhoc_review/rulings_full.csv
# target_year: 2024
# generated_by: scripts/review/source_audit/promote_stage1_adjudications_to_configs.py
# generated_at: 2026-07-30T01:16:56+00:00
# source_sha256: 0b1e46d6c12b253ff2a18f6b7236e0ed5be3b41ff66d921ce8a36f50bcda0fd6
# rows_written: 431
case_id,target_year,state,oris,verdict,downstream_action,believable_months,repair_value_hint,confidence,needs_review,detail
c-GA0360100-grovetown,2024,GA,GA0360100,token_reporting_flag,partial_year_uplift,,144,high,0,"Do not keep 46 as observed. Believable coverage is roughly 4 months (46 vs the 2021-2022 level of ~144). Refill from own recent history anchored on 2022 (144 at 12mo, within the 2-year window) with population growth applied (17,161 -> 18,169), giving ~150; annualizing 46 x 3 gives ~138 and a peer-rate fill gives ~241. Recommend the own-history route at ~140-150. EST2024 = 46 [observed] is NOT defensible. Note 2023 (102) is itself likely partial and should carry a soft flag. All three lanes carry 46, so no larger submission was discarded."
c-IL0167B00-western-springs,2024,IL,IL0167B00,genuine_low_crime,accept_observed,,,medium,0,"Keep 37 as observed for the 2024 level; EST2024 = 37 is defensible. Record two separate items that are NOT reasons to alter 2024: (a) the 2019 -> 2022 level break (134 -> 49, with 2021 a 0-month non-report) should be flagged in the trend series as a regime discontinuity, not smoothed; (b) the 2020 row is a genuine data conflict — CIUS 22 at 6 offense rows versus SRS 312 — and 312 is an outlier against every neighbouring year, so 2020 should be treated as unreliable in the history."
c-CA0169940-highway-patrol-hanford-area,2024,CA,CA0169940,token_reporting_flag,flag_review,,,high,0,"Do not keep 1 as observed. Effective coverage is zero to one month — treat the agency-year as a non-report. Refill from own history: 2022 = 107 and 2023 = 88 are both full 12-month NIBRS years and 2023 is inside the 2-year window, so a hist_median fill of ~97.5 is the defensible repair. EST2024 = 1 [observed] is NOT defensible. Before filling, check whether Hanford's incidents were submitted under a neighbouring CHP area ORI in 2024 (Visalia/Porterville are the adjacent Central Valley offices) — if they migrated, filling would double count."
c-NJ0153300-barnegat-township,2024,NJ,NJ0153300,token_reporting_flag,partial_year_uplift,,100,high,0,"Do not keep 38 as observed. This is a category-selective feed failure rather than a clean month truncation, so do not apply a month-ratio uplift and do not mix observed-violent with filled-property (that would reintroduce the per-offense lane selection the rule batch removed). Treat the whole agency-year as missing and fill from own recent history: 2023 = 95 at 12mo is inside the 2-year window, 2022 = 127, and scaling 95 by population growth (25,488 -> 26,713) gives ~100, so a fill of ~100-110 is the defensible repair. EST2024 = 38 [observed] is NOT defensible. All three lanes carry 38, so no larger submission was discarded."
c-IL0630000-mason,2024,IL,IL0630000,token_reporting_flag,flag_review,,,high,0,"Do not keep 6 as observed; 2022 (0) and 2023 (1) should be flagged the same way. Effective coverage is at or near zero months despite the 12-month NIBRS header. Own-history fill is poisoned — the 2021-2023 baseline median is 0.5, and the last credible year (2020, SRS 104 at 12mo) is four years stale and fails the within-2-years rule — so the fill must be peer-based: the sheriff median of 593.1 per 100k on a served population of 5,617 gives ~33 offences. Flag the gap between that peer figure and the agency's own last-good level of ~100 for review. EST2024 = 6 [observed] is NOT defensible."
c-AL0240000-crenshaw,2024,AL,AL0240000,token_reporting_flag,partial_year_uplift,3,9.5,medium,0,"Treat 2024 as partial, roughly 2-3 months believable (23 offences against a ~9.5/month historical run-rate implies ~2.4 months). EST2024=23 observed is not a defensible repair — it embeds an 80% phantom drop into the AL nonmunicipal remainder. Both lanes carry the same 23 at 12mo, so the ladder did NOT discard a larger submission; the fix is not lane reselection. Recommended basis: own-history fill from 2021-2023 (94, 112, 115; median 112), or a 12/2.5 month-ratio uplift of the observed 23 — both land near 100-115."
c-NJ0122300-south-river,2024,NJ,NJ0122300,token_reporting_flag,partial_year_uplift,3,90,high,0,"Treat 2024 as partial, roughly 3 months believable (24 against a ~90-110/yr baseline is ~25% of a year). EST2024=24 observed is not defensible. All three lanes (CIUS/NIB/SRS) carry the identical 24 at 12mo, so CIUS is merely echoing the submission and lane reselection fixes nothing. Recommended basis: own-history fill from 2022-2023 (111, 83; ~95-100), or a 12/3 uplift of the observed 24 (~96). Both land near 95."
c-CO0600000-teller,2024,CO,CO0600000,token_reporting_flag,partial_year_uplift,1,7.5,high,0,"Treat 2024 as partial — at most about 1 month believable (7 offences against a ~7.5/month baseline). EST2024=7 observed is not defensible. Note the SRS lane's 7mo label is also unreliable: 7 offences over a claimed 7 months annualizes to 12, still an order of magnitude below baseline, so a month-ratio uplift is the wrong repair shape. Recommended basis: own-history fill from the last clean full years 2021-2022 (95, 86; ~90). Explicitly exclude 2023 from the baseline — its 37 at NIB 10mo / SRS 9mo is itself degraded and is where the break begins, so 2023 should be re-examined alongside 2024."
c-WV0230000-logan,2024,WV,WV0230000,token_reporting_flag,partial_year_uplift,,,high,0,"This is OFFENCE-CHANNEL truncation, not month truncation — do not repair with a month-ratio uplift. The property channel is null: 0 burglary, 0 motor vehicle theft, 4 larceny for 26,783 population served. Recommended repair: hold the person offences as observed (rape 2, agg assault 18 — plausibly complete) and treat burglary/larceny/MVT as MISSING, filling those three from own 2021-2022 history; implied full-year total lands near 90-110. EST2024=24 observed is not defensible. The same treatment should be applied to 2023 (26 total) — the break starts there, not in 2024, so a repair anchored on the 2021-2023 baseline would partly reproduce the defect."
c-TX1790100-perryton,2024,TX,TX1790100,token_reporting_flag,flag_review,,,high,0,"Offence-channel truncation on the property side, same shape as Logan. Hold the person offences as observed (rape 1, robbery 1, agg assault 17) and treat burglary/larceny/MVT as under-reported, reconstructing them from own 2021-2022 history; implied full-year total lands near 110-130. EST2024=37 observed is not defensible. Apply the same scrutiny to 2023 (79, already down from 128) — the decay starts there. All three lanes carry the identical 37 at 12mo, so lane reselection is not available as a fix."
c-WI0690000-waupaca,2024,WI,WI0690000,token_reporting_flag,flag_review,,,medium,0,"Flag, but flag the REGIME not the year: the defect spans 2020-2024, not 2024 alone. Note that the c2 arm did not fire — 2024 (41) is 78.8% of the 2021-2023 baseline (52) — so any single-year repair anchored on 2021-2023 would simply reproduce the defect. The only pre-break baseline is 2018-2019 (411, 350, SRS-only, before nibrs_start 2020-01-01), and a six-year-old anchor is itself unsafe given real national property-crime decline. Recommendation: mark 2020-2024 as a degraded NIBRS-transition block for this ORI and route to benchmark-constrained imputation rather than own-history fill; do not silently keep 41 as observed."
c-MO0040000-audrain,2024,MO,MO0040000,token_reporting_flag,partial_year_uplift,,120,high,0,"Property-channel truncation on a one-year cliff. Person offences look complete (15 agg assault is consistent with an agency running ~120/yr); burglary (4) and larceny (14) are at roughly a quarter of expected. EST2024=34 observed is not defensible. Do not use a month-ratio uplift — the SRS 11mo label would give only 34 x 12/11 = 37, nowhere near the deficit, which confirms this is offence-channel loss and not month truncation. Recommended basis: own-history fill from 2022-2023 (119, 112; ~116), holding the person offences as observed and reconstructing the property side."
c-MO0630000-maries,2024,MO,MO0630000,genuine_low_crime,accept_observed,,,medium,0,Keep EST2024=30 observed. No repair. Optional: mark the own-history baseline as low-power (n=2 full-year rows) so the c2 arm does not re-fire on this ORI.
c-GA0720000-harris,2024,GA,GA0720000,token_reporting_flag,partial_year_uplift,,,high,0,"Do not let 37 stand. Treat the 2024 agency-year as unreliable/missing and fill from own history (2021-2023 median 130, or a trend fit through 102/131/130/111). Do NOT uplift by a 12/n month ratio — n would have to be back-derived from the baseline, which is circular. EST2024=37 observed is not a defensible output."
c-MD0010300-frostburg,2024,MD,MD0010300,token_reporting_flag,flag_review,,,medium,0,"Flag 2024 as not credible; do not ship 8 as observed. If repaired, anchor to the post-2021 regime only (2021-2023 median ~18 / most recent 16), never to the pre-2021 level of 156. Separately and more importantly: flag the 2020->2021 step (156 -> 24, a 6.5x drop landing exactly on nibrs_start 2021-01-01) as a transition-induced regime break covering 2021-2024, so the whole stretch is reviewed rather than 2024 patched alone."
c-IL0700300-sullivan,2024,IL,IL0700300,token_reporting_flag,flag_review,,,high,0,"Flag 2024 as not credible and flag 2022-2024 as a block — repairing 2024 alone against a 2021-2023 baseline of 12.5 just launders the same undercount. Own-history fill from 2022/2023 (17, 8) propagates the defect; the level must be re-derived from the pre-break regime (2018-2020 median ~95, i.e. ~2,200 per 100k) cross-checked against the peer band (929.7 per 100k x 4,230 = ~39). That 39-95 spread is wide and should be resolved deliberately, not asserted. EST2024=6 observed is not defensible."
c-GA1240100-sylvania,2024,GA,GA1240100,token_reporting_flag,partial_year_uplift,,38,medium,0,"Flag as suspect-complete. Do NOT apply a month-ratio uplift — the months here are real (SRS 12/12), so the defect is under-compilation inside a genuinely filed year, and 12/n scaling would be unjustified. If a value is substituted, anchor to the recent own-history level (2021:43, 2022:90, 2023:32 at 10mo = ~38 annualized; median ~43) and record the flag rather than silently overwriting, since a real small-agency staffing collapse is a live alternative explanation."
c-PA0100400-zelienople,2024,PA,PA0100400,token_reporting_flag,treat_missing_repair,,31,high,0,"Structural non-report: set 2024 to MISSING, not zero, and make it fillable. Fill from own history — annualized recent level is ~31-37 (2019: 31/10mo=37, 2020: 28/11mo=31, 2022: 13/5mo=31, 2023: 24/8mo=36), so ~33; the last real report (2023) is inside the 2-year recency rule. EST2024=0 observed is indefensible: the footprint is municipal:cousub Zelienople borough at w=1 EXCLUSIVE, so the printed zero deletes the entire borough's crime from the national panel."
c-NC0780200-maxton,2024,NC,NC0780200,token_reporting_flag,treat_missing_repair,,109,high,0,Ten nominal months but scaling to 31.2 does not repair selective loss; treat incomplete and estimate from the 2021-23 median ~109 or offence-specific baselines. EST2024=26 not defensible.
c-ME0140000-waldo,2024,ME,ME0140000,genuine_low_crime,accept_observed,,,medium,0,Carry 23 as observed for 12 months; do not uplift.
c-OH0140100-blanchester,2024,OH,OH0140100,misread_missing,treat_missing_repair,,,medium,0,Carry 2024 as missing and fillable; no believable month count can be assigned because the record claims 12 months but appears incomplete by offense stream.
c-NB0560000-lincoln,2024,NE,NB0560000,token_reporting_flag,treat_missing_repair,,60,high,0,"Eleven nominal months but incomplete offence coverage; treat missing rather than scaling 18 to 19.6, and repair to the 2021-23 baseline ~60. EST2024=18 not defensible."
c-TN0540300-etowah,2024,TN,TN0540300,genuine_low_crime,accept_observed,,,medium,0,"Keep as observed; EST2024=21 is correct and NO fill should be applied - fabricating a value against a verified primary record would be the worse error. My panel-only reading was a token flag on the larceny collapse; the primary record overturns it. SEPARATE ITEM, not a panel repair: Etowah PD's recorded larceny fell from a 52.2/yr average (2018-2022) to 6 while motor vehicle theft held at 57% of baseline. That is a real-world recording-practice question to raise with TBI for TN0540300, and it may well warrant excluding the ORI from own-history baselines used to fill other years - but the 2024 published value faithfully reports what the agency recorded and what its state program publishes."
c-OH0090900-trenton,2024,OH,OH0090900,token_reporting_flag,treat_missing_repair,12,,medium,0,Likely offence-coverage or data error rather than a partial-month case: 12 months believable but the vector is not compositionally complete; treat missing or reconstruct from authenticated offence history after source review. EST2024=34 not defensible.
c-WA0190800-central-washington-univ,2024,WA,WA0190800,genuine_low_crime,accept_observed,12,,medium,0,"Packet-native verdict: credible_low_crime. EST2024 = 31 observed IS defensible; no repair to the value. Multi-lane warning resolves negative (NIB 31/12mo and SRS 31/12mo are one submission rendered twice). Two separate defects worth logging that are NOT 2024 value defects: (1) the 2023 SRS 0/0mo row is a non-report and should be missing rather than zero - it currently sits in the series as a published zero year for a campus agency; (2) the footprint is statewide_overlap_layer at w=1, so a campus police agency's counts are smeared across the whole of Washington instead of landing on the Ellensburg campus - a Stage-2 footprint problem that this case makes concrete."
